data,media
20171130130231,0.0
20180214130512,0.2603142969432338
20180301130552,0.12170536529256941
20171008130016,0.22172396611858494
20171219130229,0.08704970769628116
20180221130557,0.030932760062104384
20180209143326,0.2496206373292868
20180124130414,0.6405860138249846
20180401130729,0.5012853470437018
20171127130236,0.0
20180302130555,0.0
20171005145315,0.17962067683153587
20171019130128,0.0
20171028130025,0.18508897141053987
20180107143839,0.1321026894253032
20180302143038,0.22730839654721424
20180215130453,0.0
20180202130418,0.07102734127678749
20180307130556,0.3115547489413188
20180308130547,0.10039783330350249
20171102130039,0.0
20171014130337,0.20191523971200714
20171006125946,0.0
20180129143438,0.08838950441864263
20180209130529,0.14184953116597723
20180221143130,0.1664230906828849
20171007145327,0.0
20180209143325,0.0
20171129130148,0.0
20171114130122,0.25994634005903633
20171226130305,0.7729304487752547
20180222130511,0.13676986184665924
20180207130511,0.0
20171027144941,0.0
20170915125756,0.21717220552068744
20171231130351,0.3815915627996165
20180228130418,0.3509139946059335
20180329130706,0.4377932959760157
20180315130632,0.0
20180328130628,0.0
20180212143322,0.21252895114150214
20171014130035,0.20827320827320828
20170921130020,0.21982918678054214
20180127130437,0.0
20180207130510,0.22007267537281963
20171103130123,0.047452937062422984
20170923125747,0.2223045572434235
20180315130633,0.14642220524573465
20171212144302,0.5905898876404494
20171005125939,0.0
20180308130548,0.0
20180312142853,0.0
20171127130234,0.38612473721093205
20180304143001,0.02615816580189314
20171219130230,0.0
20180124130415,0.0
20171020125950,0.1463287623676445
20180221130556,0.0
20171225130351,0.0
20171115144509,0.2133722644563088
20180204130545,0.10745483539953418
20171009130003,0.24457915598041502
20180322142719,0.017564834884840157
20170928125754,0.0733000630273073
20180212143323,0.0
20180126143528,0.30535760732245043
20180215130454,0.248327792320635
20180228130417,0.0
20180305130554,0.24498327759197325
20171006125947,0.21859263115044011
20180127130436,0.0
20180405130743,0.0
20171120130127,0.16241902536694072
20171109144809,0.11331351172778328
20171225130352,0.2346865241412443
20171005125938,0.0
20171102130040,0.05843952701285994
20180328130629,0.568553161259768
20171123130106,0.3262046029742939
20171115144510,0.0
20180117130455,0.7910973997355664
20180321130554,0.22141497213158864
20171013130009,0.21937321937321938
20171130130229,0.2551448319948859
20170928145427,0.22804866006500157
20171125130216,0.3591668684911601
20180325130659,0.44916448560499295
20180214130511,0.0
20171104130118,0.17535749792655525
20180122130336,0.6542263465805931
20180403130628,0.4510158013544018
20180308142914,0.028534031413612566
20180209130528,0.0
20180206130431,0.10966097591101753
20180212130503,0.21245033576883054
20171103144916,0.13927438988554425
20171110130112,0.11918719382043863
20171007145328,0.05203863496147647
20180302130556,0.0
20180116130523,0.16243700808684824
20171229130254,0.0
20171120144607,0.2389507725476105
20171229130253,0.0
20180123130500,0.5280688622754491
20180317142811,0.333624263582806
20171224130255,0.0
20180101130521,0.4714210269724391
20180205130549,0.2519553658632476
20171125130217,0.0
20180324142727,0.4522661523625844
20180222143142,0.0
20170917145537,0.20617760617760617
20171224130254,0.782279517086147
20180113130423,0.8655747503708959
20180115143638,0.1619301946178648
20180313130543,0.321390937829294
20171205130203,0.1579816081112945
20180318142833,0.38113207547169814
20180217130537,0.27910837087977236
20180225130616,0.26225891231252113
20171027144942,0.10555859987738019
20171012125902,0.23069282344176806
20171215130156,0.0
20180323130652,0.10540537830329652
20171109130154,0.23833602031825452
20180303130711,0.14502487894470736
20171215130157,0.131188371405111
20170916125749,0.20201816347124116
20180301143031,0.23711889320712767
20180202130419,0.0
20180314130622,0.0
20171007125852,0.18339253996447602
20171017125934,0.22067500590040123
20171207144346,0.24608164694144152
20180114130400,0.45089137852738725
20171221130225,0.5957920636467331
20171115125938,0.2744252873563218
20180314130623,0.24041958554923895
20170925125806,0.20254331246208837
20180404130700,0.0
20180322130633,0.06471349397784751
20180404130659,0.10472554864322883
20171129130149,0.3866428411882957
20180313142854,0.2843379600510506
20180212130502,0.0
20180107143840,0.0
20171218130338,0.0
20171007125851,0.0
20180225143025,0.08835605566211951
20180115130317,0.7724867724867724
20171124130222,0.09146918549232616
20180405130742,0.0
20170920125937,0.20688956433637284
